"Date Added","Sort Number","Product Details","Part Number","Master Part Number",Title,"CSV Reference","Option Text 1","Option Text 2","Option Text 3",Units,Description,Notes,Details,"Delivery Info",Specifications,Category,Section,Supplier,"Weight (in grams)","Live Stock",Price,"Special Offer Price","Main Image","Optional Image 1","Optional Image 2","Optional Image 3","Optional Image 4","Related Products","New Product",Buyable,Recycled,Featured,"Featured Special",Archived,"Show Online",Shipping,"Default Shipping Cost","Shipping Costs","Additional Information",Link,"Related Documents","YouTube Reference","SEO Information","The fields below are for optional SEO information.","Meta Title","Meta Description","Show in Sections (optional)"
12/10/19,,,part_1_120,,,,,,,EA,,,,,"{�table�:[],�options�:[]}","Recycled Single Doors and Entrances","Shop Online",,0,1,0.00,0.00,,,,,,,N,N,Y,N,N,N,N,,0.00,edit5da1082c013a4,,,,,,,,,
21/12/21,,,part_1_542,,,,,,,EA,,,,,"{�table�:[],�options�:[]}","Recycled Single Doors and Entrances",,,0,0,975.00,0.00,,,,,,,N,N,Y,N,N,N,N,,0.00,edit61c140b2737ab,,,,,,,"1200 x 2000 Recycled, Single Exterior Door",,
21/12/21,,,part_1_278,,,,,,,EA,,,,,"{�table�:[],�options�:[]}","Bi-fold Doors",,,0,1,0.00,0.00,,,,,,,N,N,Y,N,N,N,N,,0.00,edit61c1006cb600d,,,,,,,"3470 x 2000 Recycled Aluminium Bi-Fold door",,
18/05/21,,,part_1_376,,,,,,,EA,,,,,"{�table�:[],�options�:[]}","Recycled Single Doors and Entrances","Shop Online",,0,1,0.00,0.00,,,,,,,N,N,Y,N,N,N,N,,0.00,edit60a3034e227f7,,,,,,,,,
20/05/21,,,part_1_753,,,,,,,EA,,,,,"{�table�:[],�options�:[]}","Aluminium Windows","Shop Online",,0,1,395.00,0.00,,,,,,,N,N,Y,N,N,N,N,,0.00,edit60a592bbddb54,,,,,,,,,
07/06/24,,,part_1_284,,,,,,,EA,"NEW Double Glazed Aluminium, Single Exterior Door in Frame

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer.
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this.

*INCLUDES Timber Jamb liner H3 PP FJ*

- 880w x 2000h
- Exterior Single Door in Frame
- **140mm timber liner fitted
- Double glazed
- LOW-E Glass
- Open in
- Right hinged (looking from the outside)
- Left hand leading
- Locking handle, INCLUDES: Two keys
- Colour: Silver Pearl
- NZ Made to NZ standards

-----Other options:-----

- Right hand leading also available

- Matte Black, Ironsand, Arctic White, Flax Pod also available

Keywords: Building, Door, Single Door, Single exterior door, Exterior Door, Aluminium joinery, aluminium door, NZ made, Iron Sand, Arctic White, Silver Pearl, Black, aluminium door, aluminium door, LOW-E Glass, low-e glass, double glazed door, double glazed LOW-E door, LOW-E door, LOW-E, LOW E",,,,"{�table�:[],�options�:[]}","New Aluminium Single Doors",,,0,2,1595.00,0.00,880rhlowesp.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit66627e5784b89,,,,,,,,,
17/01/22,,,part_1_797,,,,,,,EA,,,,,"{�table�:[],�options�:[]}","Recycled French Doors","Shop Online",,0,1,0.00,0.00,,,,,,,N,N,Y,N,N,N,N,,0.00,edit61e4af3ea9293,,,,,,,,,
18/01/22,,,part_1_294,,,,,,,EA,,,,,"{�table�:[],�options�:[]}","Bi-fold / Sliding Windows","Shop Online",,0,1,0.00,0.00,,,,,,,N,N,Y,N,N,N,N,,0.00,edit61e5d8f548136,,,,,,,,,
18/01/22,,,part_1_947,,,,,,,EA,,,,,"{�table�:[],�options�:[]}","Aluminium Windows","Shop Online",,0,1,0.00,0.00,,,,,,,N,N,Y,N,N,N,N,,0.00,edit61e5fb9f6970c,,,,,,,,,
25/01/22,,,part_1_1206,,,,,,,EA,,,,,"{�table�:[],�options�:[]}","Recycled Interior Doors",,,0,1,195.00,0.00,,,,,,,N,N,Y,N,N,N,N,,0.00,edit61ef58fb6c464,,,,,,,,,
28/01/22,,,part_1_1264,,,,,,,EA,,,,,"{�table�:[],�options�:[]}","Bi-fold Doors","Shop Online",,0,1,0.00,0.00,,,,,,,N,N,Y,N,N,N,N,,0.00,edit61f366f43cbdd,,,,,,,,,
16/02/22,,,part_1_1428,,,,,,,EA,,,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,0.00,0.00,,,,,,,N,N,Y,N,N,N,N,,0.00,edit620c30a2d1cf4,,,,,,,,,
13/11/23,,,part_1_3446,,,,,,,,,,,,"{�table�:[],�options�:[]}","Recycled Sliding Doors",,,0,1,1850.00,0.00,1450ironsandsidersingleglazed2.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit65517ee6b7436,,,,,,,,,
27/02/23,,,part_1_2799,," 18mm Plywood, Untreated Downgrade 2400 x 1200",,,,,"per sheet","18mm Plywood, Untreated Downgrade

**LIMITED STOCK!**

- 2400 x 1200
- Seconds
- Price per sheet
- Interior use only
- Looks great stained, oiled or painted.

Downgrade sheets can contain:
Splits, cracks, chips, de-lamination, open face knots and damaged edges

**For Shipping options around New Zealand, there is a minimum requirement of 10 sheets per order

Keywords: Ply, Plywood, Untreated, Pine, downgrade, downgrade pine, downgrade plywood, downgrade untreated ply, building, building supplies",,,,"{�table�:[],�options�:[]}","Untreated Plywood ",,,0,1,75.00,0.00,18mmdgnewedit.jpg,,,,,,Y,N,N,Y,N,N,N,,0.00,edit63fc1023c3e3a,,,,,,,,,
20/11/19,,,part_1_280,," 665w x 560h Insert Style",,,,,EA,"- Recycled aluminium insert style window  
- 665w x 560w
- White
- Awning opening
- Frosted glass
",,,,"{�table�:[],�options�:[]}","Aluminium Windows","Shop Online",,0,1,175.00,0.00,recaliwindowwhiteinsert665wx560h.jpg,,,,,,N,N,Y,N,N,N,N,,0.00,edit5dd4b2008a006,,,,,,,,,
20/07/22,,,part_1_2033,," NEW Double Glazed Aluminium Window 1200 x 400 Flax Pod",,,,,EA,"NEW Aluminium Window

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1200w x 400h
- *140mm Timber Jamb liner attached
- Double glazed
- Clear glass
- Awning opening
- Colour: Flax Pod 

Keywords: Aluminium window, window, new, new window, new aluminium window, double glazed, double glazed window, double glazed aluminium window, opaque, opaque glass, opaque glass window, awning window, awning opening window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,510.00,0.00,1200x400flaxpod.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit62d7511f61bd4,,,,,,,,,
23/11/23,,,part_1_3464,," NEW Double Glazed Aluminium Window 1400 x 1200 Ironsand",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer. 
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this. 

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1400w x 1200h
- Double glazed
- Clear glass
- Left pane, awning opening (looking from the outside)
- Right pane, fixed sash
- Colour: Ironsand

-----Other options:-----

Option of: Right pane, awning opening (looking from the outside) with Left pane, fixed sash also available

Colour - Arctic White
Silver Pearl
Matte Black also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,920.00,0.00,1400x1200islh.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit655e64c889591,,,,,,,,,
11/10/24,,,part_1_1501,," Recycled Aluminium French Door 1240 x 2170 #3907",,,,,EA,"Recycled Aluminium French Door

- 1240w x 2170h
- Single glazed
- Left pane, reflective film on the glass
- Right pane, clear glass 
- 1 lite
- Double doors
- Doors open out
- Left hand leading (looking from the outside)
- INCLUDES: Key
- Colour: New Denim Blue

- **NOTE: There are slight scratches on the doors 

Due to being a recycled product, this door may have scratches and other slight imperfections

Keywords: Aluminium door, aluminium french door, french door, recycled, recycled door, recycled wooden french door, recycled french door, single glazed, single glazed door, single glazed french door, double doors",,,,"{�table�:[],�options�:[]}","Recycled French Doors",,,0,1,1150.00,0.00,3907.jpg,,,,,,N,N,Y,N,N,N,N,,0.00,edit67085dcf8b5b3,,,,,,,,,
26/04/24,,,part_1_3680,," Recycled Wooden French Door 965 x 2190 #3445",,,,,EA,"Recycled Wooden French Door

- 965w x 2190h
- Single glazed
- Clear glass
- Doors open out
- **No Handle & No Key 

Due to being a recycled product, this door may have scratches and other slight imperfections

Keywords: Wooden door, wooden french door, french door, recycled, recycled door, recycled wooden french door, recycled french door, single glazed, single glazed door, single glazed french door",,,,"{�table�:[],�options�:[]}","Recycled French Doors",,,0,1,1250.00,0.00,3445.jpg,,,,,,N,N,Y,N,N,N,N,,0.00,edit662b088852a41,,,,,,,,,
18/05/22,,,part_1_1886,,"*LIMITED STOCK!* 12mm Plywood, Untreated Downgrade 2400 x 1200",,,,,"per sheet","12mm Plywood, Untreated Downgrade

**LIMITED STOCK!**

- 2400 x 1200
- Price per sheet
- Interior use only
- Looks great stained, oiled or painted.

Downgrade sheets can contain:
Splits, cracks, chips, de-lamination, open face knots and damaged edges

**For Shipping options around New Zealand, there is a minimum requirement of 10 sheets per order 

Keywords: Ply, Plywood, Untreated, Pine, downgrade, downgrade pine, downgrade plywood, downgrade untreated ply, building, building supplies",,,,"{�table�:[],�options�:[]}","Untreated Plywood ",,,0,1,45.00,0.00,12mmdgply.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit62841ffc5b28d,,,,,,,,,
29/08/25,,,part_1_570_copy,,"*NEAR NEW Aluminium Window 2000 x 900 #4469",,,,,EA,"*NEAR NEW Aluminium Window

- 2000w x 900h
- Single glazed
- Clear glass
- Awning opening
- Colour: Matte Black

- *There is only x1 of this window

Keywords: Aluminium window, Single glazed, Single glazed window, new Single glazed window, clear window, clear glass window, near new aluminium window, awning opening, awning window, awning opening window, Single glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,895.00,0.00,20250826_121304.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit68b0e8b773a42,,,,,,,,,
29/08/25,,,part_1_570_copy_copy,,"*NEAR NEW Aluminium Window 2000 x 900 #4470",,,,,EA,"*NEAR NEW Aluminium Window

- 2000w x 900h
- Single glazed
- Clear glass
- Awning Left sash opening
- Colour: Matte Black

- *There is only x1 of this window

Keywords: Aluminium window, Single glazed, Single glazed window, new Single glazed window, clear window, clear glass window, near new aluminium window, awning opening, awning window, awning opening window, Single glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,895.00,0.00,20250826_121805.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit68b0ebedcb17f,,,,,,,,,
29/08/25,,,part_1_3928,,"*NEAR NEW Double Glazed Aluminium Stackerslider Door 3000 x 2270 #4481",,,,,EA,"*NEAR NEW Double Glazed Aluminium Stackerslider Door

- 3000w x 2270h
- Double glazed
- Clear glass
- 1 Lite
- Stacker Sliding, right to left (looking from the outside)
- NOTE: Door has black removable tape on the sill, please remove upon installation

- *There is only x1 of these doors

Keywords: Aluminium door, sliding door, new ranchslider, new sliding door, new slider, ranch slider, Ranch Slider, new door, new, door, new aluminium door, Aluminium joinery, Ranch Sliding Door, new aluminium ranchsider, double glazed sliding door, double glazed ranchslider",,,,"{�table�:[],�options�:[]}","New Aluminium Sliding Doors",,,0,1,3095.00,0.00,20250829_145338.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit68b11a1f0b201,,,,,,,,,
01/08/24,,,part_1_570,,"*NEAR NEW Double Glazed Aluminium Window 670 x 420 #3658",,,,,EA,"*NEAR NEW Aluminium Window

- 670w x 420h
- Double glazed
- Opaque glass
- Awning opening
- Colour: White 

- *There is only x1 of this window

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, near new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,450.00,0.00,3658.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit66ab0a5038606,,,,,,,,,
01/08/24,,,part_1_561,,"*NEAR NEW Double Glazed Aluminium Window 910 x 740 #3653",,,,,EA,"*NEAR NEW Aluminium Window

- 910w x 740h
- Double glazed
- Clear glass
- Awning opening

- *There is only x1 of this window

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, near new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium ",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,450.00,0.00,3653.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit66aaf527ad0f7,,,,,,,,,
22/07/24,,,part_1_524,,"*NEW Aluminium Double Glazed Ranchsliding Door 1920 x 2235 #3635",,,,,EA,"NEW Aluminium Double Glazed

- 1920w x 2235h
- Double Glazed
- Clear glass
- 1 lite
- Sliding, right to left (looking from the outside)
- Fixed sash, (non-opening window)
- Internal access only

- *There is only x1 of this Ranchslider

Keywords: Aluminium door, recycled sliding door, new slider, sliding door, new door, new, door, new aluminium door, new sliding door, new ranchslider",,,,"{�table�:[],�options�:[]}","New Aluminium Sliding Doors",,,0,1,2150.00,0.00,3635.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit669dbad9ace2d,,,,,,,,,
25/01/25,,,part_1_650,,"*NEW Aluminium Double Glazed Window 1595 x 1200 #4051",,,,,EA,"NEW Double Glazed Aluminium Window

- 1595w X 1200h
- Double glazed
- Clear glass
- Opening Window Sash
- Colour: Mist Green

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, new aluminium window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,825.00,0.00,4051.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit6793ff3c86ae7,,,,,,,,,
19/08/24,,,part_1_858,,"*NEW Aluminium Double Glazed Window 1800 x 1200 #3732",,,,,EA,"NEW Aluminium Window

- 1800w x 1200h
- Double glazed
- Clear glass
- Right pane, awning opening (looking from the outside)
- Left pane, fixed sash 
- Colour: Arctic White

- *There is only x1 of this window

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, new aluminium window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,925.00,0.00,3732.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit66c2c2415ea84,,,,,,,,,
18/10/24,,,part_1_1536,,"*NEW Aluminium Double Glazed Window 2400 x 970 #3930",,,,,EA,"NEW Aluminium Window

- 2400w x 970h
- Double glazed
- Clear glass
- Left pane, fixed sash (looking from the outside)
- Top right pane, awning opening
- Bottom right pane, awning opening

- *There is only x1 of this window

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, new aluminium window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,1150.00,0.00,3930.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit6711cb6752d54,,,,,,,,,
21/09/23,,,part_1_3315,,"*NEW Double Glazed Aluminium French Door 1200 x 1955 #3163",,,,,EA,"*NEW Aluminium French Door

- 1200w x 1955h
- Double glazed
- Safety glass
- Clear glass
- 1 Lite
- Right hinged door (looking from the outside)
- Right hand leading
- Door and side panel both open out
- INCLUDES: Keys
- Colour: Flax Pod

- There is only x1 of these doors 

Keywords: Aluminium door, bi-parting door, new bi-parting, new bi-parter door, new slider, bi-parting slider, sliding door, new door, recycled, door, recycled aluminium door, new bi-parting door, double glazed, double glazed bi-parter, double glazed bi-parting door",,,,"{�table�:[],�options�:[]}","New Aluminium French Doors",,,0,1,2350.00,0.00,3163.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit650ba9d70932b,,,,,,,,,
15/06/23,,,part_1_3038,,"*NEW Double Glazed Aluminium Ranchslider Door 1990 x 2000 #2966",,,,,EA,"NEW Double Glazed Aluminium Ranchslider Door

- 1990w x 2000h
- Double glazed
- Clear glass
- 1 Lite 
- Ranch Sliding, left to right (looking from the outside)
- Top right pane, awning opening
- Middle right pane, awning opening
- Bottom right pane, fixed sash
- Internal access only
- NOTE: Door has orange removable tape on the sill, please remove before installing

Keywords: Aluminium door, sliding door, new ranchslider, new sliding door, new slider, ranch slider, Ranch Slider, new door, new, door, new  aluminium door, Aluminium joinery, Ranch Sliding Door, new aluminium ranchsider, double glazed sliding door, double glazed ranchslider",,,,"{�table�:[],�options�:[]}","Recycled Sliding Doors",,,0,1,2550.00,0.00,29662.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit648a3a9e91cce,,,,,,,,,
09/08/24,,,part_1_772,,"*NEW Double Glazed Aluminium Ranchslider Door 2940 x 2235 #3704",,,,,EA,"NEW Double Glazed Aluminium Stackerslider Door

- 2940w x 2235h
- Double glazed
- Clear glass
- Ranch Sliding, left to right (looking from the outside)
- Top right pane, awning opening
- Middle right pane, fixed sash
- Middle pane, fixed sash
- Internal access only
- NOTE: Door has black removable tape on the sill, please remove upon installation

- *There is only x1 of these doors

Keywords: Aluminium door, sliding door, new ranchslider, new sliding door, new slider, ranch slider, Ranch Slider, new door, new, door, new aluminium door, Aluminium joinery, Ranch Sliding Door, new aluminium ranchsider, double glazed sliding door, double glazed ranchslider",,,,"{�table�:[],�options�:[]}","New Aluminium Sliding Doors",,,0,1,2850.00,0.00,3704.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit66b587152968c,,,,,,,,,
01/06/23,,,part_1_3012,,"*NEW Double Glazed Aluminium Ranchslider Door 3000 x 2000 #2943",,,,,EA,"NEW Double Glazed Aluminium Ranchslider Door

- 3000w x 2000h
- Double glazed
- Safety glass
- Slightly tinted glass
- 1 Lite 
- Ranch Sliding, left to right (looking from the outside)
- Internal access only
- Colour: Flax Pod 

Keywords: Aluminium door, sliding door, new ranchslider, new sliding door, new slider, ranch slider, Ranch Slider, new door, new, door, new  aluminium door, Aluminium joinery, Ranch Sliding Door, new aluminium ranchsider, double glazed sliding door, double glazed ranchslider",,,,"{�table�:[],�options�:[]}","Recycled Sliding Doors",,,0,1,3750.00,0.00,29432.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit6477c5bd2cce3,,,,,,,,,
22/08/24,,,part_1_895,,"*NEW Double Glazed Aluminium Stackerslider Door 2400 x 2160 #3743",,,,,EA,"*NEW Aluminium Stackerslider Door

- 2400w x 2160h
- Double glazed
- Clear glass
- 1 lite
- Stacker Sliding, left to right (looking from the outside)
- Internal access only 
- Colour: FlaxPod

Keywords: Aluminium door, stackerslider door, new stacker sliding, new stacker sliding door, sliding door, recycled door",,,,"{�table�:[],�options�:[]}","New Aluminium Sliding Doors",,,0,1,2950.00,0.00,3743.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit66c66e0fb068a,,,,,,,,,
09/09/24,,,part_1_1148,,"*NEW Double Glazed Aluminium Stackerslider Door 2400 x 2160 #3810",,,,,EA,"*NEW Aluminium Stackerslider Door

- 2400w x 2160h
- Double glazed
- Clear glass
- 1 lite
- Stacker Sliding, right to left (looking from the outside)
- Internal access only 
- Colour: FlaxPod

Keywords: Aluminium door, stackerslider door, new stacker sliding, new stacker sliding door, sliding door, recycled door",,,,"{�table�:[],�options�:[]}","New Aluminium Sliding Doors",,,0,1,2950.00,0.00,3810.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit66de65f6a9f9b,,,,,,,,,
09/05/24,,,part_1_3736,,"*NEW Double Glazed Aluminium Stackerslider Door 3310 x 1940 #3490",,,,,EA,"NEW Double Glazed Aluminium Stackerslider Door

- 3310w x 1940h
- Double glazed
- Clear glass
- 1 Lite 
- Stacker Sliding, right to left (looking from the outside)
- Internal access only
- NOTE: Door has black removable tape on the sill, please remove upon installation

- *There is only x1 of these doors

Keywords: Aluminium door, sliding door, new ranchslider, new sliding door, new slider, ranch slider, Ranch Slider, new door, new, door, new  aluminium door, Aluminium joinery, Ranch Sliding Door, new aluminium ranchsider, double glazed sliding door, double glazed ranchslider",,,,"{�table�:[],�options�:[]}","New Aluminium Sliding Doors",,,0,1,3450.00,0.00,3490.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit663c0dd64ddd1,,,,,,,,,
14/11/24,,,part_1_1690,,"*NEW Double Glazed Aluminium Window 1195 x 720 #3986",,,,,EA,"NEW Aluminium Window

- 1195w x 720h
- Double glazed
- Clear glass
- Awning opening
- Colour: Matte Black

- *There is only x1 of this window

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, new aluminium window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,625.00,0.00,39862.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit673517428e94e,,,,,,,,,
18/07/24,,,part_1_517,,"*NEW Double Glazed Aluminium Window 1550 x 990 #3631",,,,,EA,"NEW Aluminium Window

- 1550w x 990h
- Double glazed
- Clear glass
- Fixed pane, (non-opening window)
- Colour: Black

- *There is only x1 of this window

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, new aluminium window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,495.00,0.00,36332.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit669889ec5b177,,,,,,,,,
25/10/24,,,part_1_1561,,"*NEW Double Glazed Aluminium Window 1595 x 1395 #3943",,,,,EA,"NEW Aluminium Window

- 1595w x 595h
- Double glazed
- Clear glass
- Top right pane, awning opening (looking from the outside)
- Bottom right pane, fixed sash
- Left pane, fixed sash
- Colour: Charcoal

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, new aluminium window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,895.00,0.00,3943.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit671ac92f86c74,,,,,,,,,
25/10/24,,,part_1_1565,,"*NEW Double Glazed Aluminium Window 1595 x 1395 #3947",,,,,EA,"NEW Aluminium Window

- 1595w x 1395h
- Double glazed
- Clear glass
- Top left pane, awning opening
- Bottom left pane, fixed sash
- Right pane, fixed sash 
- Colour: Charcoal

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, new aluminium window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,895.00,0.00,3947.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit671ae09dc37b1,,,,,,,,,
25/10/24,,,part_1_1560,,"*NEW Double Glazed Aluminium Window 1595 x 595 #3942",,,,,EA,"NEW Aluminium Window

- 1595w x 595h
- Double glazed
- Clear glass
- Left pane, awning opening (looking from the outside)
- Right pane, fixed sash
- Colour: Charcoal

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, new aluminium window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,650.00,0.00,3942.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit671abc10b8778,,,,,,,,,
05/12/24,,,part_1_1804,,"*NEW Double Glazed Aluminium Window 1595 x 595 #4025",,,,,EA,"NEW Aluminium Window

- 1595w x 595h
- Double glazed
- Clear glass
- Left pane, awning opening (looking from the outside)
- Right pane, fixed sash
- Colour: Charcoal

- *There is only x1 of this window

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, new aluminium window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,650.00,0.00,4025.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit6750de82c5a82,,,,,,,,,
16/09/24,,,part_1_1196,,"*NEW Double Glazed Aluminium Window 1595 x 600 #3837",,,,,EA,"NEW Aluminium Window

- 1595w x 600h
- Double glazed
- Clear glass
- Right pane, awning opening (looking from the outside)
- Left pane, fixed sash
- Colour: Charcoal

- *NOTE: This window has slight damage to the top of the sash, (as shown in the photos)

- *There is only x1 of this window

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, new aluminium window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,550.00,0.00,3837updated.jpg,3837damage.jpg,3837damageother.jpg,,,,Y,N,N,N,N,N,N,,0.00,edit66e7a8197c105,,,,,,,,,
22/07/24,,,part_1_527,,"*NEW Double Glazed Aluminium Window 1595 x 995 #3638",,,,,EA,"NEW Aluminium Window

- 1595w x 995h
- Double glazed
- Clear glass
- Right pane, awning opening (looking from the outside)
- Left pane, fixed sash 
- Colour: Charcoal

- *There is only x1 of this window

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, new aluminium window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,825.00,0.00,3638window.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit669dd3d734922,,,,,,,,,
25/10/24,,,part_1_1559,,"*NEW Double Glazed Aluminium Window 1595 x 995 #3941",,,,,EA,"NEW Aluminium Window

- 1595w x 995h
- Double glazed
- Clear glass
- Left pane, awning opening (looking from the outside)
- Right pane, fixed sash
- Colour: Charcoal

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, new aluminium window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,825.00,0.00,3941.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit671ab95800ca8,,,,,,,,,
09/08/24,,,part_1_747,,"*NEW Double Glazed Aluminium Window 1600 x 1000 #3699",,,,,EA,"NEW Aluminium Window

- 1600w x 1000h
- Double glazed
- Clear glass
- Right pane, awning opening (looking from the outside)
- Left pane, fixed sash
- Colour: Charcoal

- *There is only x1 of this window

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, new aluminium window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,750.00,0.00,3699.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit66b56c3e1fee5,,,,,,,,,
19/08/24,,,part_1_855,,"*NEW Double Glazed Aluminium Window 1600 x 1100 #3730",,,,,EA,"NEW Aluminium Window

- 1600w x 1100h
- Double glazed
- Clear glass
- Left pane, awning opening (looking from the outside)
- Right pane, fixed sash
- Colour: Black

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, new aluminium window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,895.00,0.00,3730.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit66c2bb219ba29,,,,,,,,,
13/09/24,,,part_1_1191,,"*NEW Double Glazed Aluminium Window 1600 x 1395 #3832",,,,,EA,"NEW Aluminium Window

- 1600w x 1395h
- Double glazed
- Clear glass
- Top left pane, awning opening (looking from the outside)
- Bottom left pane, fixed sash
- Right pane, fixed sash
- Colour: Charcoal

- *There is only x1 of this window

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, new aluminium window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,925.00,0.00,3832.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit66e3c1cba4ca9,,,,,,,,,
18/11/24,,,part_1_1715,,"*NEW Double Glazed Aluminium Window 1600 x 1395 #3997",,,,,EA,"NEW Aluminium Window

- 1600w x 1395h
- Double glazed
- Clear glass
- Top right pane, awning opening (looking from the outside)
- Bottom right pane, fixed sash
- Left pane, fixed sash
- Colour: Charcoal

- *There is only x1 of this window

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, new aluminium window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,925.00,0.00,3997.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit673a89b31d774,,,,,,,,,
